user_id,products,reviews
11022559,35,1
11023060,0,1
11023503,3,1
11023580,24,1
11024004,24,0
11024051,14,1
11024494,0,1
11024537,105,11
11024607,71,1
11024904,122,2
11025050,155,4
11025163,91,1
11025219,23,1
11025460,40,4
11025974,136,2
11026275,54,3
11026867,37,1
11027374,135,5
11027584,34,0
11027669,43,2
11028093,58,1
11028165,82,3
11028337,0,0
11029002,75,1
11029038,112,1
11029556,24,1
11029602,10,1
11030102,14,2
11030265,23,1
11030536,7,1
11031255,124,6
11031498,26,1
11032089,105,2
11032418,11,1
11032753,8,1
11032855,31,1
11032915,7,1
11032926,66,9
11033288,18,1
11033552,231,4
11033681,105,1
11033740,60,7
11033822,84,1
11034215,45,6
11034286,37,1
11034643,11,1
11034762,91,5
11034789,41,5
11035084,27,1
11035207,52,2
11035370,58,3
11036005,3,1
11036126,63,1
11036225,30,1
11036735,23,1
11037032,110,2
11037349,60,1
11037395,9,1
11037508,34,1
11038411,19,2
11038756,20,2
11039162,72,2
11040065,49,3
11040282,68,1
11040316,62,3
11040523,6,1
11040742,124,8
11040969,46,4
11040977,125,2
11041521,76,1
11041588,4,1
11041903,24,1
11041911,180,5
11042224,90,0
11042264,13,1
11042390,48,1
11042410,6,1
11042427,12,1
11042438,21,1
11042532,11,4
11042773,169,28
11042811,219,2
11042957,57,7
11043110,93,7
11043306,91,1
11043333,23,4
11043384,18,1
11043413,18,1
11044342,14,5
11044359,3,1
11044552,19,2
11044654,5,1
11044775,67,1
11045091,11,1
11045192,154,4
11045263,56,3
11045308,29,3
11045417,16,1
11045804,62,2
11046375,127,2
11046458,35,1
11046598,44,2
11046651,42,1
11047349,30,1
11047443,9,1
11047503,17,1
11047885,30,1
11048350,9,2
11048679,11,2
11048838,7,1
11048905,3,0
11049116,7,1
11049228,23,1
11049430,0,1
11049648,48,1
11049787,83,6
11049892,30,1
11050993,45,3
11051261,353,13
11051273,12,1
11051908,12,1
11052261,129,4
11052288,11,1
11052676,67,1
11052790,17,1
11052865,30,3
11053377,32,1
11053487,9,1
11053559,389,1
11053819,24,4
11054096,33,1
11054103,26,1
11054212,16,1
11054979,194,8
11054993,5,1
11055036,4,1
11055198,21,2
11055523,7,1
11055803,37,1
11055818,168,1
11055820,48,3
11055963,107,3
11056337,79,3
11056700,92,11
11056764,105,3
11056765,19,0
11056810,39,0
11056881,3,1
11057044,43,1
11057771,8,2
11057951,13,1
11058167,208,7
11058425,166,1
11058496,114,1
11058634,57,1
11058718,79,14
11058943,97,7
11059053,62,4
11059302,6,1
11059748,75,3
11059996,56,2
11060456,28,1
11060631,17,1
11061093,19,1
11061201,208,1
11061827,61,1
11062275,54,1
11063144,45,2
11063209,8,1
11063381,49,0
11064045,48,1
11064086,207,1
11064194,38,4
11064226,61,1
11064236,2,1
11064300,84,1
11064555,91,2
11064955,45,3
11065035,41,2
11065407,29,2
11065583,93,8
11065662,14,1
11065703,14,0
11065957,53,12
11066154,46,1
11066373,51,3
11066548,44,0
11066691,25,2
11066754,73,1
11066800,76,3
11066823,21,1
11066866,9,1
11067305,26,0
11067398,144,2
11067981,20,1
11068053,27,2
11068251,18,1
11068289,52,2
11068340,3,1
11068736,16,1
11068912,18,1
11069196,18,2
11069480,50,1
11069505,64,1
11069990,2,1
11070139,7,1
11070225,66,1
11070279,11,1
11070295,29,1
11070564,24,3
11071121,8,1
11071378,45,1
11071629,21,1
11071672,29,2
11071740,73,1
11071768,67,2
11072399,22,1
11072556,44,6
11072841,21,1
11073314,38,1
11073375,94,3
11073803,391,1
11074281,86,1
11074607,23,2
11075182,172,20
11075896,85,1
11076328,4,1
11076809,21,1
11077458,19,1
11078343,28,1
11078695,47,5
11078951,48,1
11079220,50,2
11079284,78,3
11079610,144,2
11080213,92,1
11080347,55,5
11080755,55,9
11080899,55,3
11081106,99,1
11081241,38,1
11081475,65,2
11082051,148,4
11082122,20,1
11082503,0,2
11082673,51,5
11083064,67,1
11083378,3,1
11083480,191,1
11083725,10,1
11083870,35,1
11083997,0,1
11084093,164,5
11084226,44,3
11084424,290,6
11084737,15,1
11084892,18,6
11085021,15,1
11085406,166,8
11085479,82,1
11086368,86,1
11086416,50,1
11086531,39,2
11087402,37,1
11087588,92,4
11087662,81,2
11088237,60,2
11088876,38,2
11089256,85,1
11089870,57,1
11090214,246,3
11090459,56,6
11090487,84,1
11090568,68,5
11091116,43,3
11091657,126,1
11091666,70,2
11091669,53,2
11091794,49,1
11092574,52,1
11093354,33,1
11093480,17,0
11093777,33,1
11093944,55,1
11094029,13,3
11094225,39,1
11094296,28,2
11094925,86,2
11095026,15,1
11095354,75,1
11095513,263,2
11095777,38,4
11095872,88,3
11096005,15,1
11096273,39,1
11096536,122,5
11096754,35,1
11096927,442,11
11097061,13,1
11097789,86,1
11097977,57,2
11098116,84,3
11098372,25,3
11099262,18,1
11099467,90,1
11099815,10,1
11100059,41,2
11100104,26,1
11100152,777,13
11100200,13,0
11100531,8,1
11100625,13,1
11100817,22,4
11101809,12,0
11101858,2,1
11102396,65,5
11102425,53,8
11102444,6,1
11102623,21,3
11102631,12,2
11102651,80,1
11103105,22,1
11103241,163,1
11103473,121,1
11103804,130,5
11104365,66,1
11104627,62,1
11104919,49,2
11105415,4,1
11105574,41,1
11106040,64,1
11106308,19,1
11106533,60,2
11107022,159,10
11107110,19,1
11107280,39,0
11107552,58,6
11107773,21,1
11108319,41,3
11108717,185,2
11108837,206,2
11108929,23,1
11108946,39,1
11109318,14,2
11109417,35,1
11109545,118,8
11109821,109,4
11109981,19,1
11110105,8,1
11110245,232,7
11110372,100,1
11111300,28,1
11111435,25,1
11111738,3,1
11111894,21,1
11111959,84,3
11112153,431,2
11112391,10,1
11112931,17,1
11113145,24,2
11113797,10,1
11114336,10,2
11114466,36,1
11114997,66,5
11115859,85,2
11116332,29,1
11116341,22,1
11116375,65,2
11116402,133,2
11117168,74,4
11117315,208,5
11117578,60,1
11117601,17,3
11117756,85,3
11118959,43,1
11118980,6,1
11119136,6,1
11119188,148,2
11119750,31,1
11120628,111,3
11120708,54,1
11120738,6,2
11120989,18,4
11121039,15,9
11121763,24,1
11122127,22,1
11122365,5,1
11122523,56,2
11122922,36,3
11122989,42,4
11123534,89,9
11123741,118,4
11124018,150,10
11124136,116,1
11124137,34,4
11124762,2,1
11124781,67,1
11124799,31,3
11124916,10,1
11124948,88,1
11124968,64,1
11125337,49,3
11125340,189,1
11125407,216,2
11125879,88,2
11126223,13,1
11126442,5,1
11126525,6,1
11126598,4,1
11126643,16,1
11126697,86,1
11127209,60,1
11127511,18,1
11127624,29,1
11127793,17,1
11127891,86,3
11128436,312,3
11128506,2,1
11128509,21,3
11128682,54,3
11129063,37,1
11129612,47,2
11129638,3,1
11129805,39,1
11129891,7,1
11129996,36,1
11130244,125,19
11130425,70,1
11130620,53,5
11131196,242,1
11131231,4,1
11131501,54,1
11131671,16,4
11132043,11,1
11132295,35,3
11132332,6,1
11132895,71,1
11133345,21,2
11133529,76,6
11133782,349,1
11134102,109,2
11134105,43,2
11134193,32,1
11134348,59,2
11134359,9,1
11134544,4,1
11134630,16,0
11134632,50,2
11134694,92,3
11135445,11,1
11135554,64,0
11135640,104,1
11136222,84,3
11136480,48,4
11136700,10,3
11136804,14,1
11136823,84,1
11137035,6,1
11137244,15,1
11138043,50,2
11138049,85,1
11138706,3,2
11139988,14,1
11140167,102,5
11140338,83,1
11140745,19,2
11141519,75,14
11141580,34,1
11141586,45,1
11141636,20,1
11141662,78,2
11141870,29,5
11142266,88,1
11142605,12,0
11142635,12,2
11142710,13,1
11142891,27,2
11142912,28,1
11142922,49,0
11143041,42,1
11143122,34,1
11143307,42,1
11143510,134,9
11144377,61,1
11145475,43,1
11145480,6,2
11145744,20,1
11145753,133,1
11145980,52,1
11146051,108,19
11146056,72,4
11146382,42,2
11146661,17,0
11147158,10,1
11147733,115,1
11148152,21,3
11148659,40,3
11149282,86,6
11149293,231,4
11150147,54,1
11150889,20,3
11151288,219,3
11151670,3,1
11151869,39,5
11152011,27,3
11152516,10,2
11152558,296,8
11152892,31,5
11153119,101,1
11156724,40,1
11174255,90,3
11210951,6,1
11298279,24,1
11299819,37,1
11327881,54,3
11334203,73,1
11337156,44,1
11356547,130,1
11357724,18,1
11389039,75,1
11421205,14,1
11433404,213,1
11437650,30,2
11442127,34,1
11459632,52,2
11469579,557,7
11487412,16,1
11488103,41,3
11509587,66,1
11516631,78,6
11522718,59,3
11523987,188,2
11551102,134,1
11590917,15,1
11695582,19,1
11804571,61,1
11825856,87,2
11919326,12,1
11926033,31,1
11928826,74,1
11929063,25,1
11932313,421,4
11934176,142,16
11936272,76,2
11937115,27,3
11943513,29,2
11951513,34,3
11951586,12,0
11954187,45,1
11961150,76,1
11964874,34,2
11976306,5,1
11983618,21,0
11988936,72,2
11991089,102,3
11996206,14,1
11997238,31,0
11998537,27,5
12003801,112,1
12004371,32,1
12005922,37,1
12017958,191,7
12018208,57,1
12022837,52,1
12028690,6,1
12038785,64,1
12048938,64,3
12051171,17,3
12055488,73,2
12055792,218,1
12057891,72,8
12066378,122,4
12069525,23,1
12105507,31,1
12107807,57,1
12112557,150,4
12161844,16,1
12169974,32,1
12178524,40,2
12181563,0,1
12190021,23,0
12195729,71,3
12206245,104,1
12206460,542,0
12206812,53,1
12207153,104,3
12207386,19,2
12207412,15,1
12207848,33,2
12208123,52,3
12208256,53,2
12208505,28,1
12208728,43,8
12208886,14,2
12209313,40,4
12209499,102,2
12209646,148,7
12209694,17,1
12209764,5,1
12210969,15,1
12211419,46,3
12211481,34,4
12211485,33,1
12211710,542,3
12211949,23,2
12212202,17,1
12212396,14,1
12212520,59,3
12212725,32,1
12212841,18,5
12213377,6,1
12213916,55,3
12214262,8,2
12214642,41,1
12214912,137,3
12215244,22,0
12215775,3,1
12216294,21,2
12216339,4,1
12216365,65,1
12216812,191,1
12217093,51,1
12217725,48,1
12218007,134,40
12218316,19,1
12218406,24,1
12218445,54,1
12218649,50,3
12218695,0,1
12219338,60,2
12219364,48,1
12219409,74,1
12219686,16,1
12219853,65,1
12220043,15,3
12220098,31,1
12220470,103,1
12220569,78,2
12221086,29,5
12221174,12,1
12222114,36,1
12222427,96,2
12222789,39,3
12223134,27,1
12223302,93,0
12223471,45,1
12223903,13,1
12224239,23,1
12224802,97,3
12224972,76,2
12225310,136,8
12225391,21,1
12226161,21,1
12226349,227,1
12226356,36,1
12226549,148,3
12226607,23,3
12226652,8,1
12227028,3,1
12227518,22,1
12227840,7,1
12229059,42,3
12229722,45,1
12230363,10,1
12230672,25,7
12230773,14,0
12231109,27,2
12232489,181,11
12232689,20,1
12233053,133,1
12233098,122,24
12233218,25,1
12233242,20,1
12233601,1106,16
12233793,42,16
12233824,40,1
12233929,180,8
12234053,228,1
12235344,89,1
12235395,51,5
12235691,6,1
12237015,46,2
12237108,44,2
12237328,38,1
12237371,98,3
12237765,65,4
12238130,90,1
12238777,6,1
12238988,95,10
12239019,10,1
12239030,17,0
12239065,56,1
12239181,52,2
12239480,11,1
12239681,16,1
12240747,142,1
12241735,23,1
12242065,56,2
12242067,54,1
12242704,147,3
12242785,71,4
12243533,8,2
12243574,100,10
12243627,86,3
12243730,7,1
12243918,64,2
12244271,14,1
12244673,71,3
12245373,14,1
12245504,35,1
12245558,92,2
12245914,45,1
12245974,27,1
12246880,2,1
12247430,17,1
12247717,142,2
12247873,18,8
12247919,64,1
12248015,120,3
12248288,17,2
12248564,17,1
12248595,92,1
12248650,28,1
12249445,92,2
12249501,7,2
12249679,11,2
12249787,5,1
12250259,85,1
12250282,24,1
12250537,48,1
12250745,16,1
12251209,20,0
12251869,15,1
12252662,20,1
12252736,36,0
12253137,8,1
12253656,5,1
12253926,5,1
12253990,26,1
12254017,42,2
12254226,53,2
12254368,18,1
12254858,11,1
12255059,41,1
12255148,42,1
12255177,54,1
12256369,15,1
12256603,9,1
12256604,22,1
12256876,6,1
12257516,278,2
12257775,24,1
12257795,68,3
12258301,189,10
12258406,0,1
12258615,538,8
12258980,73,13
12259954,57,1
12260233,51,1
12260439,26,1
12260464,108,3
12260594,46,1
12260755,3,1
12260997,68,2
12261452,74,5
12261740,45,1
12261926,63,22
12262288,43,5
12262624,24,2
12262955,18,1
12263032,80,6
12263845,30,1
12264345,34,1
12264973,72,1
12265119,17,1
12265222,28,1
12265250,39,2
12265373,18,1
12265782,75,2
12265980,121,11
12266850,43,1
12266999,24,1
12267019,98,1
12267240,20,3
12269186,17,2
12269818,37,1
12269879,30,1
12270017,114,5
12270148,40,2
12270845,30,2
12270869,50,1
12271078,42,2
12271092,62,1
12271857,18,1
12273430,25,2
12273463,184,2
12274312,116,4
12274343,55,1
12274790,31,4
12274821,45,17
12274851,25,1
12274949,99,2
12275352,37,1
12275600,20,1
12275737,28,1
12275756,28,2
12275869,19,1
12276029,58,1
12276432,39,2
12276473,22,1
12276768,39,1
12276909,61,1
12276977,61,4
12277374,18,1
12277480,161,2
12277541,68,1
12277569,45,1
12277629,23,1
12277782,81,1
12277835,412,2
12278103,56,1
12278252,58,3
12278823,154,1
12278924,106,5
12278987,134,1
12279254,111,4
12279907,115,2
12280086,55,1
12280131,24,2
12280229,38,3
12280300,40,1
12280337,49,1
12280701,12,1
12280988,75,4
12280998,30,5
12281039,36,2
12281196,53,1
12281245,42,1
12281295,39,0
12281486,18,1
12281887,27,2
12282028,22,2
12282073,101,1
12282306,36,3
12282628,26,5
12282685,142,1
12282729,29,9
12282740,20,1
12282822,21,1
12283220,48,1
12283260,104,3
12284128,26,1
12284254,71,1
12284603,102,12
12284626,28,4
12285093,45,1
12285248,49,3
12285563,43,1
12285811,18,1
12285889,31,1
12286102,105,12
12286241,93,6
12286308,18,1
12286687,11,1
12286710,49,1
12286945,91,1
12287116,35,1
12287697,40,1
12287723,27,1
12287815,18,1
12287828,29,1
12288012,461,6
12288720,19,1
12289092,22,1
12289388,43,1
12289560,20,0
12289611,54,1
12289677,45,1
12289752,56,19
12289799,72,6
12289800,21,1
12289851,96,1
12289937,72,1
12290075,26,1
12290118,19,1
12290376,14,1
12290594,35,2
12290694,131,14
12290856,6,2
12290929,12,1
12291457,83,10
12291588,193,1
12292881,15,1
12293881,57,1
12294203,2,1
12294443,58,1
12294464,10,1
12294577,36,2
12294828,65,1
12295148,7,1
12295493,35,1
12295630,11,1
12295959,28,1
12296129,22,1
12296278,5,1
12296419,21,3
12296597,37,1
12296629,8,5
12297106,177,6
12297107,170,5
12297235,72,1
12297911,121,7
12297972,23,1
12298402,45,4
12298436,11,1
12298600,128,1
12298910,44,2
12299374,43,1
12299901,125,2
12300248,22,0
12300997,138,3
12301236,18,1
12301319,20,2
12301430,56,7
12301782,57,2
12301990,57,2
12302075,6,0
12302146,429,6
12302243,24,2
12302714,3,1
12302973,0,1
12303751,22,1
12303912,173,4
12304531,27,0
12304888,4,1
12305208,18,2
12305300,92,2
12305612,61,1
12305861,32,1
12305994,18,2
12306572,89,4
12307529,21,1
12307544,56,1
12307688,5,1
12307998,37,4
12308096,35,1
12308459,143,15
12308551,255,19
12308622,27,1
12308649,18,1
12309367,45,1
12309865,4,2
12311018,57,3
12311348,30,1
12311451,25,2
12311509,14,1
12311588,62,2
12312511,44,1
12312538,75,1
12313773,4,1
12313995,113,1
12314249,195,4
12314461,55,1
12314601,93,1
12314602,6,1
12314643,24,1
12315019,13,1
12315185,57,10
12315245,42,1
12315323,35,1
12315496,2,1
12316714,51,2
12316925,16,1
12317235,74,1
12317496,31,3
12317530,16,1
12317590,27,1
12317659,15,1
12317770,19,1
12317886,4,1
12317890,16,1
12318084,135,2
12318087,2,1
12318339,37,3
12318441,27,2
12318642,25,1
12318884,81,1
12319129,14,1
12319468,57,2
12319599,128,5
12319731,45,1
12319797,41,1
12319978,4,1
12320120,134,1
12320142,113,1
12320183,69,1
12320222,6,1
12320638,41,1
12320984,49,9
12321681,130,23
12321903,3,1
12322082,16,1
12322636,36,1
12322652,35,4
12322725,76,2
12323125,16,1
12323133,105,5
12323501,16,1
12323535,71,2
12323551,33,0
12323947,72,3
12323962,112,78
12324665,23,1
12324740,22,1
12324863,20,9
12325143,40,3
12325261,70,2
12325323,21,1
12325452,30,1
12325506,32,5
12326167,45,1
12326340,33,2
12326362,4,0
12326783,26,1
12327384,6,1
12327850,27,3
12327865,109,2
12327875,19,3
12328259,19,1
12328312,52,1
12328502,79,1
12329029,62,2
12329349,21,0
12329363,10,1
12329435,25,1
12329716,104,1
12329740,16,1
12330166,58,1
12330545,21,1
12331346,69,1
12331454,39,0
12331543,36,1
12331773,108,1
12332378,34,4
12332676,21,1
12332677,39,4
12333076,175,5
12333421,14,2
12333481,47,6
12333483,61,9
12333522,43,1
12333737,23,2
12333829,16,1
12334027,40,1
12334332,69,4
12334408,36,3
12334750,68,1
12334897,90,6
12334993,59,2
12335121,22,1
12335188,106,2
12335386,22,2
12336032,296,3
12336616,115,5
12337359,42,1
12337418,322,5
12337437,77,1
12337530,83,1
12337580,4,1
12337606,43,4
12337750,24,2
12338427,172,2
12339023,32,3
12339141,11,1
12339428,7,1
12339461,103,3
12339772,31,0
12339794,98,2
12340080,59,1
12340140,14,1
12340299,13,1
12340410,151,1
12340847,46,1
12340859,127,2
12341003,11,1
12341245,58,2
12341310,61,2
12341489,32,1
12341697,50,1
12342354,26,1
12342894,14,3
12343017,26,0
12343634,14,1
12343736,43,2
12343874,36,4
12343992,16,1
12344316,38,3
12344466,45,0
12345370,41,2
12345426,14,1
12345537,7,2
12345713,21,1
12345803,22,1
12346268,95,1
12346348,15,1
12346373,42,1
12346419,110,2
12346457,36,1
12346848,74,1
12347040,42,1
12347415,2,1
12348077,74,2
12348643,7,1
12349878,713,14
12350169,59,1
12350529,119,1
12350581,39,1
12351937,43,5
12352137,19,1
12352237,52,4
12352533,54,3
12352585,13,1
12352685,33,1
12352777,3,1
12353111,140,1
12353217,21,1
12353330,249,1
12353334,97,2
12353360,9,1
12353549,28,1
12353583,107,1
12353986,139,0
12353989,49,2
12354130,44,1
12354229,23,2
12354480,11,1
12354854,4,1
12355212,67,1
12355474,11,1
12355699,25,1
12355818,54,1
12356731,39,2
12357185,102,1
12357242,46,6
12357961,14,1
12358149,23,1
12358697,22,1
12358774,130,2
12358855,217,2
12359883,37,1
12359941,99,2
12360582,119,3
12360590,61,1
12360836,13,1
12360934,77,1
12360991,19,0
12361173,75,2
12361210,11,3
12361300,30,2
12361653,21,1
12361950,30,1
12362067,18,2
12362138,30,2
12362543,75,5
12362616,31,7
12362892,9,1
12363363,17,1
12363528,70,3
12363556,81,1
12363716,81,1
12364336,25,1
12364647,37,1
12364729,28,1
12364796,90,2
12364910,60,3
12365009,83,2
12365314,62,2
12365680,21,2
12365686,39,4
12365696,57,1
12366046,23,1
12366119,30,1
12366433,83,1
12366744,94,3
12366764,191,1
12366845,11,1
12367257,14,1
12368548,19,2
12368761,315,5
12368820,82,19
12368844,7,1
12368970,21,7
12369018,20,1
12369189,7,1
12369296,15,1
12369314,207,3
12369717,58,1
12369765,112,1
12370881,91,2
12370893,16,1
12370909,140,2
12370933,53,4
12371186,56,3
12371358,25,1
12371464,105,1
12371606,9,1
12371874,45,4
12372140,56,4
12372182,51,1
12372250,9,0
12372403,68,4
12372555,47,1
12373204,21,1
12373712,17,1
12373922,14,2
12375444,14,1
12375665,17,1
12375778,68,0
12375934,40,1
12376583,34,1
12376685,61,3
12376758,41,2
12377083,22,1
12377114,52,2
12377131,16,1
12377236,114,28
12377504,136,0
12377759,25,2
12377965,305,1
12378110,40,2
12378836,65,1
12379392,20,1
12379410,18,1
12379578,102,1
12379626,49,3
12379777,102,9
12379822,4,1
12380004,42,1
12380252,40,1
12380482,282,2
12381491,44,1
12382068,10,1
12382279,14,1
12382336,18,1
12382401,101,2
12382579,30,1
12382956,86,3
12383060,6,1
12383344,101,14
12383393,20,1
12383554,32,1
12384240,106,2
12384319,59,1
12384914,26,1
12385193,37,6
12385907,12,1
12386191,17,1
12386234,23,1
12386271,28,1
12386301,30,1
12387057,42,4
12387182,35,1
12387299,180,24
12387704,44,1
12389093,12,1
12389285,40,1
12389701,26,2
12389797,0,0
12390473,75,6
12391266,44,1
12391356,44,1
12391447,196,3
12391493,38,1
12391750,29,1
12391962,60,3
12391999,28,1
12392214,36,1
12392563,27,1
12392711,23,1
12393142,34,1
12393428,37,1
12393637,81,8
12394302,22,0
12394577,5,1
12394745,41,1
12394977,100,1
12395259,8,1
12395265,73,5
12395492,31,2
12395554,31,2
12395857,36,1
12396036,46,1
12396421,31,3
12396499,2099,1
12396566,40,2
12396820,19,1
12397422,46,2
12398073,17,1
12398400,29,1
12398532,29,2
12398538,3,1
12398647,59,1
12398973,12,1
12399157,14,1
12399163,0,1
12399200,99,2
12399250,108,1
12399561,73,1
12399940,133,35
12399948,22,2
12400003,45,0
12400043,204,1
12400138,34,0
12400267,4,1
12400277,16,2
12400509,49,1
12400610,29,1
12400618,24,1
12400846,34,1
12401158,29,0
12401164,174,1
12401552,39,1
12401686,19,1
12402132,24,1
12402278,30,1
12402328,43,1
12402531,16,2
12404329,23,2
12404430,23,2
12404450,102,1
12404799,76,2
12405217,86,1
12405473,16,6
12405840,47,1
12406113,213,1
12406244,27,1
12406585,25,1
12407156,54,2
12407719,14,1
12407868,72,1
12407898,19,1
12408059,24,1
12408380,4,1
12408399,12,1
12408577,34,1
12408602,28,1
12408870,17,1
12409044,98,1
12409388,13,0
12409719,22,1
12410026,118,1
12411002,4,1
12411222,49,4
12411329,5,1
12411526,67,2
12411751,54,1
12412194,19,1
12412201,49,3
12412333,45,1
12412345,40,2
12412434,161,8
12412520,40,2
12413287,0,1
12413887,95,5
12414061,2,1
12414306,55,3
12414372,248,16
12415183,72,3
12415230,37,1
12415519,147,1
12416136,146,2
12416222,147,2
12416283,27,2
12416958,6,2
12417677,12,1
12417787,141,2
12418341,48,1
12418663,224,14
12418789,44,7
12419184,112,2
12419466,41,1
12419856,15,1
12419880,168,5
12420635,31,1
12420942,160,2
12421132,38,1
12421449,48,1
12421562,26,4
12422012,58,4
12422027,51,1
12422724,14,1
12423276,55,6
12424340,3,1
12424497,5,1
12424990,25,1
12425120,34,1
12425169,5,1
12425840,168,1
12426176,15,1
12426217,115,21
12426460,43,1
12426587,67,1
12426598,70,1
12426717,37,2
12426891,5,1
12427303,35,2
12428292,84,2
12428623,18,1
12428638,68,3
12429248,96,2
12429387,19,0
12429583,67,2
12430099,63,1
12431298,40,1
12431313,130,2
12431682,44,1
12431864,53,2
12432129,126,9
12432380,65,3
12432381,4,1
12432521,22,2
12432757,507,1
12432822,108,1
12433904,51,1
12434249,50,5
12434552,77,6
12434579,35,0
12434673,76,5
12435183,27,1
12435335,21,2
12435657,195,3
12435680,28,1
12435893,46,6
12435968,8,1
12436098,18,1
12436372,2,2
12436970,15,1
12437109,6,2
12437848,19,1
12438378,68,4
12438671,130,0
12438831,10,1
12439150,3,1
12439352,9,2
12439603,52,1
12439722,15,1
12440237,8,1
12440638,37,1
12441103,78,5
12441156,192,1
12441508,9,1
12441561,30,1
12442227,35,2
12442291,27,1
12442865,16,1
12442956,37,2
12442972,0,1
12443058,33,1
12443592,27,2
12443701,43,1
12443702,58,10
12443950,113,3
12444259,11,2
12444329,52,3
12444606,49,0
12444894,6,1
12444937,106,38
12445334,18,1
12446124,43,3
12446405,179,26
12446662,247,11
12446762,52,1
12446838,31,2
12446863,5,1
12447905,66,3
12448330,41,1
12449250,29,1
12449288,36,3
12449515,35,1
12449848,13,1
12449849,420,3
12450286,62,1
12450528,56,1
12451223,33,6
12451582,112,4
12452702,43,4
12453381,83,3
12453623,16,1
12453701,21,1
12453772,31,1
12454382,11,1
12454706,18,1
12454736,76,5
12454979,11,1
12455049,87,4
12455310,4,1
12455365,11,1
12455519,69,1
12455977,36,1
12456334,61,1
12456408,51,1
12456624,70,0
12456642,11,1
12456969,84,1
12457319,18,2
12457506,28,1
12457537,170,1
12457641,4,1
12457838,10,1
12458078,39,3
12458471,51,1
12458516,34,1
12458667,71,1
12458687,20,3
12458799,140,1
12459867,32,2
12460895,45,1
12461515,64,1
12461638,19,1
12461994,20,2
12462173,54,4
12462291,81,1
12462354,26,1
12462908,31,1
12463036,30,1
12463638,115,1
12463783,52,1
12464035,18,1
12464144,88,3
12464380,6,1
12464541,65,3
12464957,37,1
12464994,8,1
12466643,47,1
12467303,38,12
12467325,30,1
12467890,27,1
12468519,59,2
12468562,98,1
12468783,106,1
12468830,4,1
12468933,60,1
12469086,14,2
12469239,10,1
12469776,6,1
12469807,67,1
12469808,52,2
12470186,358,3
12470223,12,2
12470514,55,1
12470539,368,1
12470614,16,1
12471217,169,1
12471269,29,2
12471278,44,3
12471531,119,3
12472677,55,1
12472894,140,2
12473516,87,5
12473612,28,2
12473778,44,4
12474611,8,1
12474737,9,0
12474857,24,1
12475341,38,1
12475445,45,1
12475696,141,6
12475776,5,1
12476069,61,2
12476189,14,0
12476769,90,2
12476798,4,3
12477522,49,1
12477530,32,2
12477890,100,1
12478091,34,2
12478160,20,3
12478517,22,1
12478533,3,1
12479137,10,4
12479165,20,1
12479751,127,1
12480155,39,4
12480668,52,3
12481579,55,2
12481713,3,1
12481955,12,1
12482334,88,2
12482384,51,1
12483249,34,1
12483316,13,1
12483457,110,5
12483576,66,11
12483844,61,5
12483847,63,1
12484105,25,1
12484408,60,2
12484506,27,1
12484632,129,5
12484751,19,1
12484752,61,2
12485166,62,8
12485333,179,4
12485705,109,1
12486109,10,1
12486113,20,1
12486145,32,1
12486429,84,2
12486492,36,4
12486520,24,2
12486526,51,1
12487054,233,5
12487319,18,1
12487346,79,3
12488059,114,1
12488552,25,1
12489436,31,5
12489496,37,1
12490134,199,3
12490150,126,5
12490732,98,2
12490858,6,1
12491088,22,1
12491267,45,2
12491282,49,0
12491387,25,1
12491525,75,1
12491964,36,1
12492006,2,1
12492034,54,3
12492343,18,1
12492583,93,2
12492970,42,1
12493303,85,1
12493406,16,1
12493431,35,2
12493563,2,1
12493805,124,12
12493935,15,4
12494747,128,1
12494769,34,0
12494824,79,1
12494893,121,4
12495275,139,1
12495612,39,1
12495774,26,2
12496318,119,6
12496613,9,2
12496870,30,2
12497064,60,2
12497382,21,1
12498101,4,1
12498413,57,2
12499211,67,5
12499727,65,12
12499830,57,2
12499894,9,1
12500355,132,1
12500895,28,2
12500999,29,1
12501182,33,1
12501409,78,1
12501525,43,1
12501908,28,2
12502243,69,4
12502267,27,1
12502359,49,1
12502398,28,4
12502586,22,2
12502845,19,1
12503350,2,1
12503447,26,6
12503469,61,1
12503474,4,1
12503869,13,0
12503943,43,1
12503987,79,1
12504053,12,3
12504113,37,2
12504250,5,0
12504470,13,2
12504921,13,2
12505025,86,3
12505074,93,3
12505251,60,3
12505933,574,3
12506074,5,1
12506550,4,1
12506777,64,2
12507908,93,1
12508147,44,1
12508286,106,1
12508382,17,2
12508450,18,1
12508505,337,6
12508928,71,1
12509151,75,0
12510024,155,2
12510137,49,2
12510270,50,8
12511199,15,2
12511377,25,0
12511412,19,0
12511577,182,3
12511580,13,1
12511690,36,3
12512182,26,1
12512313,16,0
12512323,19,1
12513308,31,1
12513565,4,0
12513586,14,1
12513846,50,2
12514140,30,2
12514608,27,2
12515398,27,1
12515800,99,3
12516094,10,1
12516134,136,7
12516331,5,1
12516527,36,1
12516800,25,1
12516857,18,3
12517147,140,1
12517200,30,3
12517694,59,2
12517837,104,1
12517867,83,10
12517996,17,2
12518328,7,2
12518486,34,1
12518507,44,1
12518577,44,1
12518651,110,5
12519277,15,1
12519289,64,2
12519570,49,9
12519711,156,1
12519858,54,3
12520382,38,1
12520741,45,3
12520945,99,1
12520961,4,1
12521624,552,0
12522409,24,4
12522735,15,1
12523040,3,1
12523192,40,1
